,product_type,product_package_name_ar,product_package_name_en,product_duration,product_package_descr_ar,product_package_descr_en,product_package_validity,value_proposition_ar,value_proposition_en,frequency,label_ar,label_en,product_quantity,roles,price,discounted_price,cat_arabic_name,cat_english_name,product_package_id,product_package_offer_id,l2,l1,priority_for_l2,priority_for_l1
67,featured_ad,باقة Turbo 3 يوما,Turbo Bundle - 3 Days,"3 days, 0:00:00",إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,,,,1,"{public,single}",12.0,10.8,لابتوب، تابلت و كمبيوتر,"Laptops, Tablets, Computers",1337,5458,"Laptops, Tablets, Computers",Electronics & Home Appliances,7,5.0
68,featured_ad,باقة Turbo 3 يوما,Turbo Bundle - 3 Days,"3 days, 0:00:00",إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,,,,1,"{public,single}",10.0,9.0,ألعاب الفيديو,Video Games,1337,5461,Video Games,Electronics & Home Appliances,11,5.0
69,featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,الأكثر مبيعا,Best Selling,1,"{public,single}",3.0,2.04,الباحثين عن عمل,Job Seekers,786,5515,Job Seekers,Jobs,1,12.0
70,featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",9.0,7.65,حيوانات أليفة,Pets,786,5674,GENERAL,Pets,8,
71,featured_ad,باقة Turbo 3 يوما,Turbo Bundle - 3 Days,"3 days, 0:00:00",إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,,,,1,"{public,single}",10.0,9.0,أجهزة صوتية، سماعات ومكبرات صوت,Home Audio & Speakers,1337,5456,Home Audio & Speakers,Electronics & Home Appliances,2,5.0
72,featured_ad,باقة Turbo 3 يوما,Turbo Bundle - 3 Days,"3 days, 0:00:00",إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,,,,1,"{public,single}",11.0,9.9,غسالات و نشافات,Washing Machines & Dryers,1337,5462,Washing Machines & Dryers,Electronics & Home Appliances,6,5.0
73,featured_ad,باقة Turbo 3 يوما,Turbo Bundle - 3 Days,"3 days, 0:00:00",إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,,,,1,"{public,single}",13.0,11.7,موبايلات واكسسواراتها,Mobile Phones & Accessories,1337,5669,GENERAL,Mobile Phones & Accessories,4,
74,featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",17.0,16.15,أرقام لوحات,Number Plates,786,5586,Number Plates,Vehicles,5,1.0
75,featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",10.0,8.0,المعدات الرياضة,Sports & Equipment,786,5692,GENERAL,Sports & Equipment,10,
76,featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,🔥,🔥,1,"{public,single}",34.0,,غرف للإيجار,Rooms for Rent,1263,5827,Rooms for Rent,Properties,10,2.0
77,featured_ad,٣ إعلانات صالحة لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"3 - Place 1 Ad for 30 days, Featured for the first 14 days","14 days, 0:00:00",٣ إعلانات صالحة لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"3 - Place 1 Ad for 30 days, Featured for the first 14 days",30 days,٣ إعلانات صالحة لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"3 - Place 1 Ad for 30 days, Featured for the first 14 days",,,,3,"{public,multiple}",201.0,151.0,شقق وفلل للبيع,Apartments & Villas For Sale,1352,5054,Apartments & Villas For Sale,Properties,1,2.0
78,featured_ad,12 اعلانات مميزة صالحة لغاية 3 اشهر,12 Featured Ads- valid for 3 months,"14 days, 0:00:00",12 اعلانات مميزة صالحة لغاية 3 اشهر,12 Featured Ads- valid for 3 months,90 days,,,,,,12,"{public,multiple}",226.8,181.0,موبايلات واكسسواراتها,Mobile Phones & Accessories,1326,5704,GENERAL,Mobile Phones & Accessories,4,
79,featured_ad,٣ إعلانات صالحة لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"3 - Place 1 Ad for 30 days, Featured for the first 14 days","14 days, 0:00:00",٣ إعلانات صالحة لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"3 - Place 1 Ad for 30 days, Featured for the first 14 days",30 days,٣ إعلانات صالحة لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"3 - Place 1 Ad for 30 days, Featured for the first 14 days",,,,3,"{public,multiple}",129.0,97.0,عقارات تجارية للإيجار,Commercials For Rent,1352,5056,Commercials For Rent,Properties,4,2.0
80,featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,,,1,"{public,single}",11.0,6.6,اكسسوارات للنساء,Accessories for Women,1263,5500,Accessories for Women,Fashion & Beauty,4,13.0
81,featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,,,1,"{public,single}",60.0,57.0,مركبات أخرى,Others Vehicles,1263,5560,Others Vehicles,Vehicles,9,1.0
82,featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",23.0,22.08,الأثاث والديكور المنزلي,Home Furniture & Decor,788,5648,GENERAL,Home Furniture & Decor,6,
83,featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",32.0,17.6,خدمات,Services,788,5682,GENERAL,Services,14,
84,featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,الأكثر مبيعاً,Best Selling,1,"{public,single}",60.0,57.0,سيارات للبيع,Cars for Sale,1263,5557,Cars for Sale,Vehicles,1,1.0
85,featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",9.0,7.2,تجارة وصناعة,Business & Industrial,788,5619,GENERAL,Business & Industrial,7,
86,featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,الأكثر مبيعا,Best Selling,1,"{public,single}",11.0,6.6,حقائب السفر,Luggage,1263,5504,Luggage,Fashion & Beauty,8,13.0
87,featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",35.0,,شاليهات وكبائن للإيجار,Chalets & Cabins For Rent,788,5803,Chalets & Cabins For Rent,Properties,8,2.0
88,featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",15.0,14.25,أكسسوارات للمركبات,All Vehicles Accessories,788,5589,All Vehicles Accessories,Vehicles,3,1.0
89,featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",22.0,17.6,المعدات الرياضة,Sports & Equipment,788,5691,GENERAL,Sports & Equipment,10,
90,featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,الأكثر مبيعا,Best Selling,1,"{public,single}",21.0,18.9,الكترونيات وأجهزة منزلية,Electronics & Home Appliances,788,5624,GENERAL,Electronics & Home Appliances,5,
91,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",11.0,9.9,موبايلات واكسسواراتها,Mobile Phones & Accessories,871,5664,GENERAL,Mobile Phones & Accessories,4,
92,featured_ad,إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days","30 days, 0:00:00",إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days",30 days,,,,,,1,"{public,single}",141.0,114.0,شاليهات وكبائن للبيع,Chalets & Cabins For Sale,1431,5873,Chalets & Cabins For Sale,Properties,7,2.0
93,featured_ad,إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days","30 days, 0:00:00",إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days",30 days,,,,,,1,"{public,single}",105.0,67.0,شقق وفلل للإيجار,Apartments & Villas For Rent,1431,5875,Apartments & Villas For Rent,Properties,2,2.0
94,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",22.0,,اراضي للبيع,Lands for Sale,871,4495,Lands for Sale,Properties,5,2.0
95,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",21.0,,شقق وفلل للبيع,Apartments & Villas For Sale,871,4491,Apartments & Villas For Sale,Properties,1,2.0
96,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",8.0,7.2,لابتوب، تابلت و كمبيوتر,"Laptops, Tablets, Computers",871,5434,"Laptops, Tablets, Computers",Electronics & Home Appliances,7,5.0
97,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",14.0,11.2,المعدات الرياضة,Sports & Equipment,871,5689,GENERAL,Sports & Equipment,10,
98,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",16.0,,أراضي للإيجار,Lands for Rent,871,5848,Lands for Rent,Properties,6,2.0
99,auto_refresh_ad,إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days","7 days, 0:00:00",إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days",30 days,,,"1 day, 0:00:00",,,1,"{public,single}",25.0,24.0,شاليهات وكبائن للإيجار,Chalets & Cabins For Rent,1274,5819,Chalets & Cabins For Rent,Properties,8,2.0
100,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",13.0,,شاليهات وكبائن للإيجار,Chalets & Cabins For Rent,871,5823,Chalets & Cabins For Rent,Properties,8,2.0
101,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",5.0,3.0,ملابس للنساء,Clothing for Women,871,5489,Clothing for Women,Fashion & Beauty,3,13.0
102,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",26.0,24.7,سيارات للبيع,Cars for Sale,871,5599,Cars for Sale,Vehicles,1,1.0
103,auto_refresh_ad,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days","7 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,,,"1 day, 0:00:00",,,1,"{public,single}",32.0,27.0,شاليهات وكبائن للإيجار,Chalets & Cabins For Rent,1350,5806,Chalets & Cabins For Rent,Properties,8,2.0
